status,function,function_new,Month,APP,Month in Dates,Months for Analysis,Term
Realized,Old oGV,oGV,March 2017,6.0,2017-03-01,MAR,17.18
Approved,Old oGT,oGTa,March 2017,3.0,2017-03-01,MAR,17.18
Approved,Old oGV,oGV,March 2017,18.0,2017-03-01,MAR,17.18
Approved,oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Approved,oGE,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Completed,Old iGV,iGV,March 2017,7.0,2017-03-01,MAR,17.18
Applied,Old oGV,oGV,March 2017,34.0,2017-03-01,MAR,17.18
Completed,iGTa,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Completed,iGTe,iGTe,March 2017,0.0,2017-03-01,MAR,17.18
Completed,oGE,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Approved,oGTe,oGTe,March 2017,0.0,2017-03-01,MAR,17.18
Completed,iGV,iGV,March 2017,0.0,2017-03-01,MAR,17.18
Completed,oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Approved,oGTa,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Completed,oGTa,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Completed,oGTe,oGTe,March 2017,0.0,2017-03-01,MAR,17.18
Completed,iGE,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Completed,Old iGT,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Completed,Old oGV,oGV,March 2017,10.0,2017-03-01,MAR,17.18
Completed,Old oGT,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Finished,iGE,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Applied,iGTa,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Applied,iGTe,iGTe,March 2017,0.0,2017-03-01,MAR,17.18
Finished,Old iGT,iGTa,March 2017,5.0,2017-03-01,MAR,17.18
Finished,Old iGV,iGV,March 2017,191.0,2017-03-01,MAR,17.18
Approved,Old iGT,iGTa,March 2017,10.0,2017-03-01,MAR,17.18
Applied,iGE,iGTa,March 2017,59.0,2017-03-01,MAR,17.18
Approved,iGE,iGTa,March 2017,3.0,2017-03-01,MAR,17.18
Applied,iGV,iGV,March 2017,0.0,2017-03-01,MAR,17.18
Approved,iGV,iGV,March 2017,0.0,2017-03-01,MAR,17.18
Applied,Old iGV,iGV,March 2017,1072.0,2017-03-01,MAR,17.18
Approved,iGTe,iGTe,March 2017,0.0,2017-03-01,MAR,17.18
Applied,Old iGT,iGTa,March 2017,134.0,2017-03-01,MAR,17.18
Approved,iGTa,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,oGTe,oGTe,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,oGTa,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,iGTe,iGTe,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,Old oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,iGTa,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,iGV,iGV,March 2017,0.0,2017-03-01,MAR,17.18
Finished,oGTe,oGTe,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,Old oGT,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Finished,oGTa,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,oGE,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Finished,oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Finished,oGE,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,Old iGV,iGV,March 2017,0.0,2017-03-01,MAR,17.18
Applied,Old oGT,oGTa,March 2017,21.0,2017-03-01,MAR,17.18
Finished,Old oGT,oGTa,March 2017,1.0,2017-03-01,MAR,17.18
Finished,Old oGV,oGV,March 2017,32.0,2017-03-01,MAR,17.18
Applied,oGE,oGTa,March 2017,5.0,2017-03-01,MAR,17.18
Remote Realized,iGE,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Applied,oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Applied,oGTa,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Remote Realized,Old iGT,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Applied,oGTe,oGTe,March 2017,0.0,2017-03-01,MAR,17.18
Open,oGV,oGV,March 2017,0.0,2017-03-01,MAR,17.18
Open,oGT Old,oGTa,March 2017,0.0,2017-03-01,MAR,17.18
Open,oGE,oGTa,March 2017,11.0,2017-03-01,MAR,17.18
Open,oGV,oGV,March 2017,64.0,2017-03-01,MAR,17.18
Open,oGTa,oGTa,March 2017,53.0,2017-03-01,MAR,17.18
Open,oGTe,oGTe,March 2017,0.0,2017-03-01,MAR,17.18
Open,iGV,iGV,March 2017,9.0,2017-03-01,MAR,17.18
Open,iGT Old,iGTa,March 2017,2.0,2017-03-01,MAR,17.18
Open,iGE,iGTa,March 2017,2.0,2017-03-01,MAR,17.18
Open,iGV,iGV,March 2017,0.0,2017-03-01,MAR,17.18
Open,iGTa,iGTa,March 2017,0.0,2017-03-01,MAR,17.18
Open,iGTe,iGTe,March 2017,0.0,2017-03-01,MAR,17.18
Total,Total,Total,March 2017,1325.0,2017-03-01,MAR,17.18
Total,Total,Total,March 2017,423.0,2017-03-01,MAR,17.18
Accepted,Total,Total,March 2017,205.0,2017-03-01,MAR,17.18
Total,Total,Total,March 2017,171.0,2017-03-01,MAR,17.18
Total,Total,Total,March 2017,31.0,2017-03-01,MAR,17.18
Realized,Total,Total,March 2017,0.0,2017-03-01,MAR,17.18
Total,Total,Total,March 2017,229.0,2017-03-01,MAR,17.18
Total,Total,Total,March 2017,17.0,2017-03-01,MAR,17.18
Realized,Old iGT,iGTa,April 2017,4.0,2017-04-01,APR,17.18
Realized,Old iGV,iGV,April 2017,25.0,2017-04-01,APR,17.18
Realized,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Realized,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Realized,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Realized,iGE,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Approved,Old iGV,iGV,April 2017,330.0,2017-04-01,APR,17.18
Finished,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Finished,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Finished,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Realized,oGTe,oGTe,April 2017,0.0,2017-04-01,APR,17.18
Realized,oGTa,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Realized,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Realized,oGE,oGTa,April 2017,1.0,2017-04-01,APR,17.18
Realized,Old oGT,oGTa,April 2017,1.0,2017-04-01,APR,17.18
Realized,Old oGV,oGV,April 2017,7.0,2017-04-01,APR,17.18
Approved,Old oGT,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Approved,Old oGV,oGV,April 2017,42.0,2017-04-01,APR,17.18
Approved,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Approved,oGE,oGTa,April 2017,4.0,2017-04-01,APR,17.18
Completed,Old iGV,iGV,April 2017,1.0,2017-04-01,APR,17.18
Applied,Old oGV,oGV,April 2017,75.0,2017-04-01,APR,17.18
Completed,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Completed,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Completed,oGE,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Approved,oGTe,oGTe,April 2017,0.0,2017-04-01,APR,17.18
Completed,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Completed,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Approved,oGTa,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Completed,oGTa,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Completed,oGTe,oGTe,April 2017,0.0,2017-04-01,APR,17.18
Completed,iGE,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Completed,Old iGT,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Completed,Old oGV,oGV,April 2017,9.0,2017-04-01,APR,17.18
Completed,Old oGT,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Finished,iGE,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Applied,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Applied,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Finished,Old iGT,iGTa,April 2017,6.0,2017-04-01,APR,17.18
Finished,Old iGV,iGV,April 2017,36.0,2017-04-01,APR,17.18
Approved,Old iGT,iGTa,April 2017,1.0,2017-04-01,APR,17.18
Applied,iGE,iGTa,April 2017,56.0,2017-04-01,APR,17.18
Approved,iGE,iGTa,April 2017,5.0,2017-04-01,APR,17.18
Applied,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Approved,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Applied,Old iGV,iGV,April 2017,1318.0,2017-04-01,APR,17.18
Approved,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Applied,Old iGT,iGTa,April 2017,206.0,2017-04-01,APR,17.18
Approved,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,oGTe,oGTe,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,oGTa,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,Old oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Finished,oGTe,oGTe,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,Old oGT,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Finished,oGTa,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,oGE,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Finished,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Finished,oGE,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,Old iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Applied,Old oGT,oGTa,April 2017,18.0,2017-04-01,APR,17.18
Finished,Old oGT,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Finished,Old oGV,oGV,April 2017,27.0,2017-04-01,APR,17.18
Applied,oGE,oGTa,April 2017,7.0,2017-04-01,APR,17.18
Remote Realized,iGE,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Applied,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Applied,oGTa,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Remote Realized,Old iGT,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Applied,oGTe,oGTe,April 2017,0.0,2017-04-01,APR,17.18
Open,oGV,oGV,April 2017,0.0,2017-04-01,APR,17.18
Open,oGT Old,oGTa,April 2017,0.0,2017-04-01,APR,17.18
Open,oGE,oGTa,April 2017,33.0,2017-04-01,APR,17.18
Open,oGV,oGV,April 2017,95.0,2017-04-01,APR,17.18
Open,oGTa,oGTa,April 2017,73.0,2017-04-01,APR,17.18
Open,oGTe,oGTe,April 2017,1.0,2017-04-01,APR,17.18
Open,iGV,iGV,April 2017,12.0,2017-04-01,APR,17.18
Open,iGT Old,iGTa,April 2017,8.0,2017-04-01,APR,17.18
Open,iGE,iGTa,April 2017,4.0,2017-04-01,APR,17.18
Open,iGV,iGV,April 2017,0.0,2017-04-01,APR,17.18
Open,iGTa,iGTa,April 2017,0.0,2017-04-01,APR,17.18
Open,iGTe,iGTe,April 2017,0.0,2017-04-01,APR,17.18
Total,Total,Total,April 2017,1680.0,2017-04-01,APR,17.18
Total,Total,Total,April 2017,684.0,2017-04-01,APR,17.18
Accepted,Total,Total,April 2017,434.0,2017-04-01,APR,17.18
Total,Total,Total,April 2017,382.0,2017-04-01,APR,17.18
Total,Total,Total,April 2017,38.0,2017-04-01,APR,17.18
Realized,Total,Total,April 2017,0.0,2017-04-01,APR,17.18
Total,Total,Total,April 2017,69.0,2017-04-01,APR,17.18
Total,Total,Total,April 2017,10.0,2017-04-01,APR,17.18
Realized,Old iGT,iGTa,May 2017,2.0,2017-05-01,MAY,17.18
Realized,Old iGV,iGV,May 2017,63.0,2017-05-01,MAY,17.18
Realized,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Realized,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Realized,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Realized,iGE,iGTa,May 2017,3.0,2017-05-01,MAY,17.18
Approved,Old iGV,iGV,May 2017,288.0,2017-05-01,MAY,17.18
Finished,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Finished,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Finished,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Realized,oGTe,oGTe,May 2017,0.0,2017-05-01,MAY,17.18
Realized,oGTa,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Realized,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Realized,oGE,oGTa,May 2017,1.0,2017-05-01,MAY,17.18
Realized,Old oGT,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Realized,Old oGV,oGV,May 2017,4.0,2017-05-01,MAY,17.18
Approved,Old oGT,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Approved,Old oGV,oGV,May 2017,29.0,2017-05-01,MAY,17.18
Approved,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Approved,oGE,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Completed,Old iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Applied,Old oGV,oGV,May 2017,69.0,2017-05-01,MAY,17.18
Completed,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Completed,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Completed,oGE,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Approved,oGTe,oGTe,May 2017,0.0,2017-05-01,MAY,17.18
Completed,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Completed,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Approved,oGTa,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Completed,oGTa,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Completed,oGTe,oGTe,May 2017,0.0,2017-05-01,MAY,17.18
Completed,iGE,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Completed,Old iGT,iGTa,May 2017,1.0,2017-05-01,MAY,17.18
Completed,Old oGV,oGV,May 2017,2.0,2017-05-01,MAY,17.18
Completed,Old oGT,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Finished,iGE,iGTa,May 2017,1.0,2017-05-01,MAY,17.18
Applied,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Applied,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Finished,Old iGT,iGTa,May 2017,6.0,2017-05-01,MAY,17.18
Finished,Old iGV,iGV,May 2017,19.0,2017-05-01,MAY,17.18
Approved,Old iGT,iGTa,May 2017,2.0,2017-05-01,MAY,17.18
Applied,iGE,iGTa,May 2017,50.0,2017-05-01,MAY,17.18
Approved,iGE,iGTa,May 2017,4.0,2017-05-01,MAY,17.18
Applied,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Approved,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Applied,Old iGV,iGV,May 2017,1112.0,2017-05-01,MAY,17.18
Approved,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Applied,Old iGT,iGTa,May 2017,169.0,2017-05-01,MAY,17.18
Approved,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,oGTe,oGTe,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,oGTa,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,Old oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Finished,oGTe,oGTe,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,Old oGT,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Finished,oGTa,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,oGE,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Finished,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Finished,oGE,oGTa,May 2017,1.0,2017-05-01,MAY,17.18
Remote Realized,Old iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Applied,Old oGT,oGTa,May 2017,26.0,2017-05-01,MAY,17.18
Finished,Old oGT,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Finished,Old oGV,oGV,May 2017,5.0,2017-05-01,MAY,17.18
Applied,oGE,oGTa,May 2017,9.0,2017-05-01,MAY,17.18
Remote Realized,iGE,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Applied,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Applied,oGTa,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Remote Realized,Old iGT,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Applied,oGTe,oGTe,May 2017,0.0,2017-05-01,MAY,17.18
Open,oGV,oGV,May 2017,0.0,2017-05-01,MAY,17.18
Open,oGT Old,oGTa,May 2017,0.0,2017-05-01,MAY,17.18
Open,oGE,oGTa,May 2017,55.0,2017-05-01,MAY,17.18
Open,oGV,oGV,May 2017,146.0,2017-05-01,MAY,17.18
Open,oGTa,oGTa,May 2017,124.0,2017-05-01,MAY,17.18
Open,oGTe,oGTe,May 2017,1.0,2017-05-01,MAY,17.18
Open,iGV,iGV,May 2017,10.0,2017-05-01,MAY,17.18
Open,iGT Old,iGTa,May 2017,1.0,2017-05-01,MAY,17.18
Open,iGE,iGTa,May 2017,5.0,2017-05-01,MAY,17.18
Open,iGV,iGV,May 2017,0.0,2017-05-01,MAY,17.18
Open,iGTa,iGTa,May 2017,0.0,2017-05-01,MAY,17.18
Open,iGTe,iGTe,May 2017,0.0,2017-05-01,MAY,17.18
Total,Total,Total,May 2017,1435.0,2017-05-01,MAY,17.18
Total,Total,Total,May 2017,596.0,2017-05-01,MAY,17.18
Accepted,Total,Total,May 2017,341.0,2017-05-01,MAY,17.18
Total,Total,Total,May 2017,323.0,2017-05-01,MAY,17.18
Total,Total,Total,May 2017,73.0,2017-05-01,MAY,17.18
Realized,Total,Total,May 2017,0.0,2017-05-01,MAY,17.18
Total,Total,Total,May 2017,32.0,2017-05-01,MAY,17.18
Total,Total,Total,May 2017,3.0,2017-05-01,MAY,17.18
Realized,Old iGT,iGTa,June 2017,1.0,2017-06-01,JUN,17.18
Realized,Old iGV,iGV,June 2017,225.0,2017-06-01,JUN,17.18
Realized,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Realized,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Realized,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Realized,iGE,iGTa,June 2017,4.0,2017-06-01,JUN,17.18
Approved,Old iGV,iGV,June 2017,123.0,2017-06-01,JUN,17.18
Finished,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Finished,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Finished,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Realized,oGTe,oGTe,June 2017,0.0,2017-06-01,JUN,17.18
Realized,oGTa,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Realized,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Realized,oGE,oGTa,June 2017,2.0,2017-06-01,JUN,17.18
Realized,Old oGT,oGTa,June 2017,1.0,2017-06-01,JUN,17.18
Realized,Old oGV,oGV,June 2017,39.0,2017-06-01,JUN,17.18
Approved,Old oGT,oGTa,June 2017,4.0,2017-06-01,JUN,17.18
Approved,Old oGV,oGV,June 2017,29.0,2017-06-01,JUN,17.18
Approved,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Approved,oGE,oGTa,June 2017,3.0,2017-06-01,JUN,17.18
Completed,Old iGV,iGV,June 2017,12.0,2017-06-01,JUN,17.18
Applied,Old oGV,oGV,June 2017,87.0,2017-06-01,JUN,17.18
Completed,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Completed,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Completed,oGE,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Approved,oGTe,oGTe,June 2017,0.0,2017-06-01,JUN,17.18
Completed,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Completed,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Approved,oGTa,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Completed,oGTa,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Completed,oGTe,oGTe,June 2017,0.0,2017-06-01,JUN,17.18
Completed,iGE,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Completed,Old iGT,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Completed,Old oGV,oGV,June 2017,3.0,2017-06-01,JUN,17.18
Completed,Old oGT,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Finished,iGE,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Applied,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Applied,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Finished,Old iGT,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Finished,Old iGV,iGV,June 2017,24.0,2017-06-01,JUN,17.18
Approved,Old iGT,iGTa,June 2017,2.0,2017-06-01,JUN,17.18
Applied,iGE,iGTa,June 2017,57.0,2017-06-01,JUN,17.18
Approved,iGE,iGTa,June 2017,2.0,2017-06-01,JUN,17.18
Applied,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Approved,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Applied,Old iGV,iGV,June 2017,642.0,2017-06-01,JUN,17.18
Approved,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Applied,Old iGT,iGTa,June 2017,284.0,2017-06-01,JUN,17.18
Approved,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,oGTe,oGTe,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,oGTa,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,Old oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Finished,oGTe,oGTe,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,Old oGT,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Finished,oGTa,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,oGE,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Finished,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Finished,oGE,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,Old iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Applied,Old oGT,oGTa,June 2017,38.0,2017-06-01,JUN,17.18
Finished,Old oGT,oGTa,June 2017,1.0,2017-06-01,JUN,17.18
Finished,Old oGV,oGV,June 2017,4.0,2017-06-01,JUN,17.18
Applied,oGE,oGTa,June 2017,13.0,2017-06-01,JUN,17.18
Remote Realized,iGE,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Applied,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Applied,oGTa,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Remote Realized,Old iGT,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Applied,oGTe,oGTe,June 2017,0.0,2017-06-01,JUN,17.18
Open,oGV,oGV,June 2017,0.0,2017-06-01,JUN,17.18
Open,oGT Old,oGTa,June 2017,0.0,2017-06-01,JUN,17.18
Open,oGE,oGTa,June 2017,42.0,2017-06-01,JUN,17.18
Open,oGV,oGV,June 2017,119.0,2017-06-01,JUN,17.18
Open,oGTa,oGTa,June 2017,102.0,2017-06-01,JUN,17.18
Open,oGTe,oGTe,June 2017,2.0,2017-06-01,JUN,17.18
Open,iGV,iGV,June 2017,4.0,2017-06-01,JUN,17.18
Open,iGT Old,iGTa,June 2017,6.0,2017-06-01,JUN,17.18
Open,iGE,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Open,iGV,iGV,June 2017,0.0,2017-06-01,JUN,17.18
Open,iGTa,iGTa,June 2017,0.0,2017-06-01,JUN,17.18
Open,iGTe,iGTe,June 2017,0.0,2017-06-01,JUN,17.18
Total,Total,Total,June 2017,1121.0,2017-06-01,JUN,17.18
Total,Total,Total,June 2017,292.0,2017-06-01,JUN,17.18
Accepted,Total,Total,June 2017,182.0,2017-06-01,JUN,17.18
Total,Total,Total,June 2017,163.0,2017-06-01,JUN,17.18
Total,Total,Total,June 2017,272.0,2017-06-01,JUN,17.18
Realized,Total,Total,June 2017,0.0,2017-06-01,JUN,17.18
Total,Total,Total,June 2017,29.0,2017-06-01,JUN,17.18
Total,Total,Total,June 2017,15.0,2017-06-01,JUN,17.18
Realized,Old iGT,iGTa,July 2017,2.0,2017-07-01,JUL,17.18
Realized,Old iGV,iGV,July 2017,371.0,2017-07-01,JUL,17.18
Realized,iGTa,iGTa,July 2017,0.0,2017-07-01,JUL,17.18
Realized,iGV,iGV,July 2017,0.0,2017-07-01,JUL,17.18
Realized,iGTe,iGTe,July 2017,0.0,2017-07-01,JUL,17.18
Realized,iGE,iGTa,July 2017,1.0,2017-07-01,JUL,17.18
Approved,Old iGV,iGV,July 2017,66.0,2017-07-01,JUL,17.18
Finished,iGTa,iGTa,July 2017,0.0,2017-07-01,JUL,17.18
Finished,iGV,iGV,July 2017,0.0,2017-07-01,JUL,17.18
Finished,iGTe,iGTe,July 2017,0.0,2017-07-01,JUL,17.18
Realized,oGTe,oGTe,July 2017,0.0,2017-07-01,JUL,17.18
Realized,oGTa,oGTa,July 2017,0.0,2017-07-01,JUL,17.18
Realized,oGV,oGV,July 2017,0.0,2017-07-01,JUL,17.18
Realized,oGE,oGTa,July 2017,0.0,2017-07-01,JUL,17.18
Realized,Old oGT,oGTa,July 2017,2.0,2017-07-01,JUL,17.18
Realized,Old oGV,oGV,July 2017,17.0,2017-07-01,JUL,17.18
Approved,Old oGT,oGTa,July 2017,1.0,2017-07-01,JUL,17.18
Approved,Old oGV,oGV,July 2017,25.0,2017-07-01,JUL,17.18
Approved,oGV,oGV,July 2017,0.0,2017-07-01,JUL,17.18
Approved,oGE,oGTa,July 2017,0.0,2017-07-01,JUL,17.18
Completed,Old iGV,iGV,July 2017,96.0,2017-07-01,JUL,17.18
